"","dates","JULDAY","TIME","TALOC","TAREF","RHLOC","RH","VLOC","VREF","SNOWMELT","POOLDEP","PCTWET","ZEN","SOLR","TSKYC","DEW","FROST","SNOWFALL","SNOWDEP"
"8761",2009-01-01 00:00:00,1,0,13.3667373657227,13.326171875,56.6528129577637,56.8028793334961,0.672389447689056,3.06315016746521,0,0,0.513328433036804,90,0,-1.01959228515625,0,0,0,0
"8762",2009-01-01 01:00:00,1,60,13.3045778274536,13.2775001525879,61.4073257446289,61.5159797668457,0.570876061916351,2.60069370269775,0,0,0,90,0,-0.709991455078125,0,0,0,0
"8763",2009-01-01 02:00:00,1,120,13.3025455474854,13.2288284301758,65.9111328125,66.2290802001953,0.469362616539001,2.1382372379303,0,0,0,90,0,-0.426300048828125,0,0,0,0
"8764",2009-01-01 03:00:00,1,180,13.2926740646362,13.1801567077637,70.422721862793,70.9421768188477,0.249424457550049,1.13628268241882,0,0,0,90,0,-0.1689453125,0,0,0,0
"8765",2009-01-01 04:00:00,1,240,13.2838716506958,13.1314849853516,76.4264068603516,77.1908187866211,0.203985691070557,0.929281115531921,0,0,0,90,0.00280151073820889,0.161163330078125,0,0,0,0
"8766",2009-01-01 05:00:00,1,300,13.455810546875,13.19091796875,75.8679656982422,77.1908187866211,0.288796246051788,1.31564545631409,0,0,0,88.4505767822266,16.4206161499023,0.22900390625,0,0,0,0
"8767",2009-01-01 06:00:00,1,360,15.6476631164551,13.937255859375,66.3774185180664,74.1203384399414,0.373606741428375,1.70200979709625,0,0,2.29890060424805,77.3907928466797,193.977264404297,0.980010986328125,0,0,0,0
"8768",2009-01-01 07:00:00,1,420,18.4880714416504,15.3565063476562,55.343074798584,67.5062408447266,0.45841720700264,2.08837413787842,0,0,1.58675611019135,65.417594909668,417.346527099609,2.3199462890625,0,0,0,0
"8769",2009-01-01 08:00:00,1,480,21.9872798919678,17.2554931640625,45.3830223083496,60.892147064209,0.543227791786194,2.47473835945129,0,0,1.12786781787872,53.1136322021484,637.311401367188,4.20315551757812,0,0,0,0
"8770",2009-01-01 09:00:00,1,540,25.1156234741211,19.3755493164062,38.2690620422363,54.2780494689941,0.628038227558136,2.86110281944275,0,0,0.869772136211395,40.6739730834961,838.609985351562,6.29611206054688,0,0,0,0
"8771",2009-01-01 10:00:00,1,600,27.7720508575439,21.427978515625,32.6161956787109,47.6639556884766,0.712848782539368,3.24746704101562,0,0,0.685551643371582,28.3791007995605,983.058288574219,8.22714233398438,0,0,0,0
"8772",2009-01-01 11:00:00,1,660,29.5994834899902,23.1332397460938,23.5136604309082,34.4357604980469,0.797659158706665,3.6338312625885,0,0,0.626229763031006,17.0338592529297,1074.75378417969,8.83984375,0,0,0,0
"8773",2009-01-01 12:00:00,1,720,30.258264541626,24.259033203125,24.2283725738525,34.4357604980469,0.967280268669128,4.40655994415283,0,0,0.479081928730011,10.8389234542847,1107.27551269531,10.2082214355469,0,0,0,0
"8774",2009-01-01 13:00:00,1,780,30.4900054931641,24.6521606445312,25.7447547912598,36.2172203063965,0.967280268669128,4.40655994415283,0,0,0.434900969266891,17.0338592529297,1075.32421875,10.9160461425781,0,0,0,0
"8775",2009-01-01 14:00:00,1,840,29.8568859100342,24.259033203125,27.3580589294434,37.9986839294434,0.934650480747223,4.25791072845459,0,0,0.430230885744095,28.3791007995605,980.239013671875,10.6560974121094,0,0,0,0
"8776",2009-01-01 15:00:00,1,900,28.3020458221436,23.1332397460938,29.2802600860596,39.780143737793,0.902020692825317,4.10926198959351,0,0,0.451958417892456,40.6739730834961,835.009460449219,9.49069213867188,0,0,0,0
"8777",2009-01-01 16:00:00,1,960,25.5744647979736,21.427978515625,32.3674697875977,41.5616035461426,0.869390845298767,3.96061301231384,0,0,0.516254782676697,53.1136322021484,633.670288085938,7.60617065429688,0,0,0,0
"8778",2009-01-01 17:00:00,1,1020,22.4192276000977,19.3755493164062,35.942455291748,43.3430633544922,0.836760997772217,3.8119637966156,0,0,0.597404062747955,65.417594909668,414.371795654297,5.2869873046875,0,0,0,0
