"","dates","JULDAY","TIME","TALOC","TAREF","RHLOC","RH","VLOC","VREF","SNOWMELT","POOLDEP","PCTWET","ZEN","SOLR","TSKYC","DEW","FROST","SNOWFALL","SNOWDEP"
"8761",2009-01-01 00:00:00,1,0,12.8993377685547,13.326171875,58.4100189208984,56.8028793334961,0.672389447689056,3.06315016746521,0,0,0,90,0,-6.260498046875,0,0,0,0
"8762",2009-01-01 01:00:00,1,60,13.0404291152954,13.2775001525879,62.4762535095215,61.5159797668457,0.570876061916351,2.60069370269775,0,0,0,90,0,-5.55276489257812,0,0,0,0
"8763",2009-01-01 02:00:00,1,120,12.9821453094482,13.2288284301758,67.3057250976562,66.2290802001953,0.469362616539001,2.1382372379303,0,0,0,90,0,-4.90283203125,0,0,0,0
"8764",2009-01-01 03:00:00,1,180,12.8610763549805,13.1801567077637,72.4382400512695,70.9421768188477,0.249424457550049,1.13628268241882,0,0,0,90,0,-4.31085205078125,0,0,0,0
"8765",2009-01-01 04:00:00,1,240,12.8118963241577,13.1314849853516,78.8221969604492,77.1908187866211,0.203985691070557,0.929281115531921,0,0,0,90,0.00280151073820889,-3.56964111328125,0,0,0,0
"8766",2009-01-01 05:00:00,1,300,13.2951488494873,13.19091796875,76.6673049926758,77.1908187866211,0.288796246051788,1.31564545631409,0,0,0,88.4505767822266,16.4206161499023,-3.49102783203125,0,0,0,0
"8767",2009-01-01 06:00:00,1,360,16.6439838409424,13.937255859375,62.2880630493164,74.1203384399414,0.373606741428375,1.70200979709625,0,0,2.33322906494141,77.3907928466797,193.977264404297,-2.71356201171875,0,0,0,0
"8768",2009-01-01 07:00:00,1,420,21.1868801116943,15.3565063476562,46.8136138916016,67.5062408447266,0.45841720700264,2.08837413787842,0,0,1.15543687343597,65.417594909668,417.346527099609,-1.41879272460938,0,0,0,0
"8769",2009-01-01 08:00:00,1,480,25.9065704345703,17.2554931640625,35.8598136901855,60.892147064209,0.543227791786194,2.47473835945129,0,0,0.77007919549942,53.1136322021484,637.311401367188,0.501800537109375,0,0,0,0
"8770",2009-01-01 09:00:00,1,540,29.9625377655029,19.3755493164062,28.8241863250732,54.2780494689941,0.628038227558136,2.86110281944275,0,0,0.518897414207458,40.6739730834961,838.609985351562,2.62615966796875,0,0,0,0
"8771",2009-01-01 10:00:00,1,600,33.1517753601074,21.427978515625,23.9762268066406,47.6639556884766,0.712848782539368,3.24746704101562,0,0,0.371767193078995,28.3791007995605,983.058288574219,4.48464965820312,0,0,0,0
"8772",2009-01-01 11:00:00,1,660,35.188533782959,23.1332397460938,17.1575050354004,34.4357604980469,0.797659158706665,3.6338312625885,0,0,0.312733292579651,17.0338592529297,1074.75378417969,3.95089721679688,0,0,0,0
"8773",2009-01-01 12:00:00,1,720,35.2841949462891,24.259033203125,18.2639789581299,34.4357604980469,0.967280268669128,4.40655994415283,0,0,0.245757222175598,10.8389234542847,1107.27551269531,5.62030029296875,0,0,0,0
"8774",2009-01-01 13:00:00,1,780,35.4627685546875,24.6521606445312,19.4734973907471,36.2172203063965,0.967280268669128,4.40655994415283,0,0,0.225230544805527,17.0338592529297,1075.32421875,6.68463134765625,0,0,0,0
"8775",2009-01-01 14:00:00,1,840,34.7166404724121,24.259033203125,20.7962799072266,37.9986839294434,0.934650480747223,4.25791072845459,0,0,0.226553782820702,28.3791007995605,980.239013671875,6.55853271484375,0,0,0,0
"8776",2009-01-01 15:00:00,1,900,32.3695831298828,23.1332397460938,23.1968593597412,39.780143737793,0.902020692825317,4.10926198959351,0,0,0.256081730127335,40.6739730834961,835.009460449219,5.31735229492188,0,0,0,0
"8777",2009-01-01 16:00:00,1,960,28.9067058563232,21.427978515625,26.6253776550293,41.5616035461426,0.869390845298767,3.96061301231384,0,0,0.310619622468948,53.1136322021484,633.670288085938,3.18692016601562,0,0,0,0
"8778",2009-01-01 17:00:00,1,1020,24.7552738189697,19.3755493164062,31.2231178283691,43.3430633544922,0.836760997772217,3.8119637966156,0,0,0.384820193052292,65.417594909668,414.371795654297,0.51336669921875,0,0,0,0
"8779",2009-01-01 18:00:00,1,1080,20.2255439758301,17.2554931640625,37.474178314209,45.1245269775391,0.804131209850311,3.66331505775452,0,0,0.435967236757278,77.3907928466797,192.321334838867,-2.28466796875,0,0,0,0
"8780",2009-01-01 19:00:00,1,1140,16.0913677215576,15.3565063476562,44.7498435974121,46.9059867858887,0.771501302719116,3.51466608047485,0,0,0.216842815279961,88.4505767822266,16.2573852539062,-4.77328491210938,0,0,0,0
"8781",2009-01-01 20:00:00,1,1200,13.2623119354248,13.259765625,48.6793746948242,48.6874465942383,0.738871574401855,3.36601686477661,0,0,0,90,0.0027783231344074,-7.57797241210938,0,0,0,0
"8782",2009-01-01 21:00:00,1,1260,11.8284950256348,11.6948547363281,50.0252838134766,50.4689102172852,0.706241726875305,3.21736812591553,0,0,0.117262557148933,90,0,-9.60357666015625,0,0,0,0
"8783",2009-01-01 22:00:00,1,1320,10.6437549591064,10.5548095703125,51.9412803649902,52.2503700256348,0.673611879348755,3.06871914863586,0,0,0,90,0,-11.0073852539062,0,0,0,0
"8784",2009-01-01 23:00:00,1,1380,9.69832706451416,9.7242431640625,54.1259689331055,54.0318298339844,0.640982151031494,2.92007040977478,0,0,0,90,0,-11.9599914550781,0,0,0,0
"8785",2009-01-02 00:00:00,2,0,9.05583190917969,9.119140625,56.0523109436035,55.8132934570312,0.608352363109589,2.77142119407654,0,0,0.0824748352169991,90,0,-12.5855407714844,0,0,0,0
"8786",2009-01-02 01:00:00,2,60,8.63761520385742,8.76136779785156,62.3593978881836,61.839038848877,0.522933006286621,2.38228321075439,0,0,0,90,0,-12.1897583007812,0,0,0,0
"8787",2009-01-02 02:00:00,2,120,8.05208587646484,8.40359401702881,69.5054626464844,67.8647842407227,0.437513619661331,1.99314534664154,0,0,0,90,0,-11.8815612792969,0,0,0,0
"8788",2009-01-02 03:00:00,2,180,7.96578741073608,8.04582023620605,74.2941284179688,73.8905334472656,0.210041671991348,0.956869721412659,0,0,0,90,0,-11.6463928222656,0,0,0,0
"8789",2009-01-02 04:00:00,2,240,7.57491254806519,7.68804740905762,77.6692810058594,77.071647644043,0.171571046113968,0.781612277030945,0,0,0,90,0.00266375066712499,-11.9882507324219,0,0,0,0
"8790",2009-01-02 05:00:00,2,300,7.52890062332153,7.6217041015625,77.5617980957031,77.071647644043,0.243013367056847,1.10707628726959,0,0,0,88.4935073852539,16.1074352264404,-12.0899047851562,0,0,0,0
"8791",2009-01-02 06:00:00,2,360,12.035210609436,8.734130859375,58.6866569519043,73.1650085449219,0.314455658197403,1.43254017829895,0,0,4.6875147819519,77.4339904785156,194.193511962891,-10.8722534179688,0,0,0,0
"8792",2009-01-02 07:00:00,2,420,17.1781024932861,10.8529052734375,42.9137992858887,64.7001953125,0.385897994041443,1.75800406932831,0,0,1.87870264053345,65.4563522338867,419.615631103516,-8.7911376953125,0,0,0,0
"8793",2009-01-02 08:00:00,2,480,23.2736167907715,13.6892700195312,30.8357982635498,56.2353897094727,0.45734030008316,2.08346796035767,0,0,1.05536925792694,53.1496696472168,642.538757324219,-5.80459594726562,0,0,0,0
"8794",2009-01-02 09:00:00,2,540,28.5998477935791,16.856689453125,23.42555809021,47.7705764770508,0.528782606124878,2.40893197059631,0,0,0.654922962188721,40.7097206115723,847.458435058594,-2.57003784179688,0,0,0,0
"8795",2009-01-02 10:00:00,2,600,33.0591087341309,19.923583984375,18.1153125762939,39.3057632446289,0.600224792957306,2.7343955039978,0,0,0.436122566461563,28.4192028045654,995.561889648438,0.160858154296875,0,0,0,0
"8796",2009-01-02 11:00:00,2,660,35.7130584716797,22.4719848632812,10.4055728912354,22.3761405944824,0.671667218208313,3.05985975265503,0,0,0.363046020269394,17.089786529541,1092.81323242188,-1.52386474609375,0,0,0,0
"8797",2009-01-02 12:00:00,2,720,36.6390533447266,24.1546020507812,10.9481706619263,22.3761405944824,0.814551770687103,3.71078753471375,0,0,0.27020600438118,10.9210453033447,1125.912109375,0.958221435546875,0,0,0,0
