"","dates","JULDAY","TIME","D0cm","D1cm","D3cm","D5cm","D10cm","D15cm","D30cm","D60cm","D100cm","D200cm"
"8761",2009-01-01 00:00:00,1,0,13.4291877746582,16.6223297119141,18.9802303314209,20.5193309783936,22.3495597839355,23.2001628875732,22.2915496826172,20.8365249633789,19.1012630462646,16.5247592926025
"8762",2009-01-01 01:00:00,1,60,13.3438453674316,16.3403911590576,18.5761489868164,20.0728321075439,21.9170303344727,22.8580684661865,22.2876281738281,20.8373279571533,19.1034908294678,16.5247592926025
"8763",2009-01-01 02:00:00,1,120,13.4021844863892,16.1391506195068,18.2682342529297,19.6996116638184,21.5310115814209,22.5306739807129,22.2697887420654,20.8379650115967,19.1057071685791,16.5247592926025
"8764",2009-01-01 03:00:00,1,180,13.4149341583252,15.971884727478,18.0097694396973,19.3840713500977,21.1867542266846,22.2223892211914,22.2397327423096,20.8382568359375,19.10791015625,16.5247592926025
"8765",2009-01-01 04:00:00,1,240,13.4388341903687,15.8529872894287,17.7923583984375,19.1125507354736,20.8781719207764,21.9349594116211,22.1991691589355,20.8380432128906,19.1100978851318,16.5247592926025
"8766",2009-01-01 05:00:00,1,300,13.7581825256348,15.8713827133179,17.6412754058838,18.886173248291,20.6017303466797,21.6685390472412,22.1497001647949,20.8371925354004,19.112268447876,16.5247592926025
"8767",2009-01-01 06:00:00,1,360,17.7808151245117,17.4186954498291,18.0610198974609,18.8458633422852,20.37428855896,21.4241256713867,22.0928153991699,20.835599899292,19.1144161224365,16.5247592926025
"8768",2009-01-01 07:00:00,1,420,22.6853294372559,20.6183738708496,19.4207038879395,19.3996505737305,20.3122272491455,21.2182865142822,22.0301780700684,20.8331909179688,19.1165390014648,16.5247592926025
"8769",2009-01-01 08:00:00,1,480,28.7271156311035,24.0220108032227,21.555778503418,20.5132427215576,20.5187797546387,21.0919780731201,21.96457862854,20.8299160003662,19.1186332702637,16.5247592926025
"8770",2009-01-01 09:00:00,1,540,33.7342948913574,27.6656150817871,23.9183254241943,22.027811050415,21.0030422210693,21.0858020782471,21.9003791809082,20.8257923126221,19.1206951141357,16.5247592926025
"8771",2009-01-01 10:00:00,1,600,37.7516975402832,30.7169609069824,26.2745323181152,23.7163696289062,21.7160930633545,21.222484588623,21.8429985046387,20.8208999633789,19.1227207183838,16.5247592926025
"8772",2009-01-01 11:00:00,1,660,40.2047386169434,32.9825134277344,28.2868270874023,25.3496875762939,22.570140838623,21.5016765594482,21.7979850769043,20.8153991699219,19.1247043609619,16.5247592926025
"8773",2009-01-01 12:00:00,1,720,40.8364601135254,34.0205535888672,29.705846786499,26.715030670166,23.4584579467773,21.8999862670898,21.7700691223145,20.8095264434814,19.1266460418701,16.5247592926025
"8774",2009-01-01 13:00:00,1,780,40.7836380004883,34.7403106689453,30.5895690917969,27.7176742553711,24.2738857269287,22.3746910095215,21.7623481750488,20.8035697937012,19.128547668457,16.5247592926025
"8775",2009-01-01 14:00:00,1,840,39.6002197265625,34.7232933044434,31.0754661560059,28.432430267334,24.9807796478271,22.8791446685791,21.7758178710938,20.7978401184082,19.1304016113281,16.5247592926025
"8776",2009-01-01 15:00:00,1,900,37.1789512634277,33.6416969299316,30.98069190979,28.7685642242432,25.5433921813965,23.3746395111084,21.8096504211426,20.7926292419434,19.1322193145752,16.5247592926025
"8777",2009-01-01 16:00:00,1,960,32.5977172851562,31.6717967987061,30.1440505981445,28.642391204834,25.9033622741699,23.8221874237061,21.8614387512207,20.7882137298584,19.1340007781982,16.5247592926025
"8778",2009-01-01 17:00:00,1,1020,27.5011825561523,28.7304630279541,28.6666126251221,28.0064315795898,26.0090522766113,24.181131362915,21.9271774291992,20.7848052978516,19.1357479095459,16.5247592926025
"8779",2009-01-01 18:00:00,1,1080,21.9397392272949,25.2884616851807,26.677640914917,26.9267463684082,25.8421268463135,24.4153289794922,22.0013790130615,20.7825469970703,19.1374702453613,16.5247592926025
"8780",2009-01-01 19:00:00,1,1140,17.1373634338379,21.7918510437012,24.4396114349365,25.5226268768311,25.4217414855957,24.5015106201172,22.0775527954102,20.7814846038818,19.1391716003418,16.5247592926025
"8781",2009-01-01 20:00:00,1,1200,14.318959236145,19.2668075561523,22.3804931640625,24.0230312347412,24.808952331543,24.4345684051514,22.1489734649658,20.7815685272217,19.1408500671387,16.5247592926025
"8782",2009-01-01 21:00:00,1,1260,12.6418991088867,17.5166416168213,20.7919883728027,22.6965389251709,24.114465713501,24.2331314086914,22.2096652984619,20.7826480865479,19.1425285339355,16.5247592926025
"8783",2009-01-01 22:00:00,1,1320,11.5093755722046,16.1745433807373,19.536563873291,21.5749797821045,23.4207496643066,23.9343318939209,22.2553558349609,20.7845134735107,19.1442050933838,16.5247592926025
"8784",2009-01-01 23:00:00,1,1380,10.5186519622803,15.1809539794922,18.4995346069336,20.6238498687744,22.7585887908936,23.5748882293701,22.2837562561035,20.7868995666504,19.1458835601807,16.5247592926025
"8785",2009-01-02 00:00:00,2,0,9.87483978271484,14.3663110733032,17.6505832672119,19.8078804016113,22.137170791626,23.1828384399414,22.2941551208496,20.7895240783691,19.1475467681885,16.4970874786377
"8786",2009-01-02 01:00:00,2,60,9.40604400634766,13.8021192550659,16.9384803771973,19.1078758239746,21.5591430664062,22.7777328491211,22.2869129180908,20.7921257019043,19.14914894104,16.4970874786377
"8787",2009-01-02 02:00:00,2,120,8.69906330108643,13.57581615448,16.3174133300781,18.5223445892334,21.0270576477051,22.3731117248535,22.2630519866943,20.7944393157959,19.1507511138916,16.4970874786377
"8788",2009-01-02 03:00:00,2,180,9.17737674713135,12.9933567047119,15.9288024902344,18.005012512207,20.5423755645752,21.9785041809082,22.2239990234375,20.7962417602539,19.1523628234863,16.4970874786377
"8789",2009-01-02 04:00:00,2,240,8.97277164459229,12.7148132324219,15.5472040176392,17.5739860534668,20.1020240783691,21.600025177002,22.1713962554932,20.7973346710205,19.1539649963379,16.4970874786377
"8790",2009-01-02 05:00:00,2,300,9.0297327041626,12.5091819763184,15.2159252166748,17.1888160705566,19.700511932373,21.2411422729492,22.1069450378418,20.7975521087646,19.155553817749,16.4970874786377
"8791",2009-01-02 06:00:00,2,360,13.355149269104,14.0062046051025,15.523853302002,16.9937171936035,19.3491096496582,20.9037075042725,22.0323104858398,20.7967491149902,19.157133102417,16.4970874786377
"8792",2009-01-02 07:00:00,2,420,19.3518161773682,17.3208026885986,16.9967422485352,17.4571704864502,19.1745796203613,20.6051158905029,21.949333190918,20.7948226928711,19.1586952209473,16.4970874786377
"8793",2009-01-02 08:00:00,2,480,25.6216239929199,21.6149845123291,19.2727737426758,18.6121807098389,19.3012599945068,20.3908882141113,21.8610553741455,20.7916946411133,19.1602306365967,16.4970874786377
