"","dates","JULDAY","TIME","D0cm","D1cm","D3cm","D5cm","D10cm","D15cm","D30cm","D60cm","D100cm","D200cm"
"8761",2009-01-01 00:00:00,1,0,12.7879152297974,17.5227890014648,21.0658893585205,23.5004253387451,26.2568187713623,27.5327491760254,26.1387920379639,23.6992530822754,20.9845085144043,16.5247592926025
"8762",2009-01-01 01:00:00,1,60,12.5991840362549,17.165506362915,20.4776916503906,22.8408241271973,25.6059589385986,27.0060005187988,26.1276607513428,23.7031784057617,20.9870262145996,16.5247592926025
"8763",2009-01-01 02:00:00,1,120,12.0486097335815,17.0521450042725,19.9541454315186,22.2879581451416,25.0252647399902,26.5064468383789,26.0949268341064,23.7066822052002,20.9895439147949,16.5247592926025
"8764",2009-01-01 03:00:00,1,180,12.5119390487671,16.5288906097412,19.5956134796143,21.796558380127,24.5047702789307,26.0384864807129,26.043514251709,23.7094745635986,20.9920501708984,16.5247592926025
"8765",2009-01-01 04:00:00,1,240,12.4950723648071,16.2913818359375,19.2250480651855,21.3616523742676,24.0322799682617,25.6026401519775,25.9762058258057,23.7113075256348,20.9945583343506,16.5247592926025
"8766",2009-01-01 05:00:00,1,300,12.4499130249023,16.7645740509033,18.8621959686279,21.0203819274902,23.6038246154785,25.1975212097168,25.8955116271973,23.7119846343994,20.9970569610596,16.5247592926025
"8767",2009-01-01 06:00:00,1,360,19.8846168518066,19.2934608459473,19.7781448364258,20.9851036071777,23.2593212127686,24.8252506256104,25.8037242889404,23.711353302002,20.9995365142822,16.5247592926025
"8768",2009-01-01 07:00:00,1,420,29.0686550140381,24.3165855407715,22.3469619750977,21.9624938964844,23.1993827819824,24.5162410736084,25.7035026550293,23.7092933654785,21.0019912719727,16.5247592926025
"8769",2009-01-01 08:00:00,1,480,38.2713356018066,30.1184234619141,25.9081268310547,23.883113861084,23.5914096832275,24.3416519165039,25.5995407104492,23.7057609558105,21.0044136047363,16.5247592926025
"8770",2009-01-01 09:00:00,1,540,45.9084129333496,35.7910766601562,29.7673892974854,26.3902111053467,24.4383964538574,24.3693561553955,25.4992580413818,23.7007884979248,21.0067977905273,16.5247592926025
"8771",2009-01-01 10:00:00,1,600,51.6150436401367,40.402774810791,33.4444465637207,29.0977382659912,25.6421146392822,24.6342124938965,25.4117813110352,23.694543838501,21.0091342926025,16.5247592926025
"8772",2009-01-01 11:00:00,1,660,54.9959335327148,43.5502853393555,36.4593925476074,31.6224384307861,27.0450267791748,25.1305274963379,25.3463325500488,23.6873264312744,21.0114212036133,16.5247592926025
"8773",2009-01-01 12:00:00,1,720,54.7204780578613,44.9901390075684,38.3829231262207,33.6487808227539,28.4620189666748,25.8127365112305,25.3105812072754,23.6795597076416,21.0136528015137,16.5247592926025
"8774",2009-01-01 13:00:00,1,780,54.5208282470703,45.6688652038574,39.5208549499512,35.0477447509766,29.7193412780762,26.6028442382812,25.3091945648193,23.6717491149902,21.015832901001,16.5247592926025
"8775",2009-01-01 14:00:00,1,840,52.8767051696777,45.2630615234375,40.0701370239258,35.9905014038086,30.7735347747803,27.4197788238525,25.3431091308594,23.6644229888916,21.0179576873779,16.5247592926025
"8776",2009-01-01 15:00:00,1,900,48.2371101379395,43.6427307128906,39.6758041381836,36.3664283752441,31.5801296234131,28.2003707885742,25.4101085662842,23.658088684082,21.0200309753418,16.5247592926025
"8777",2009-01-01 16:00:00,1,960,41.580924987793,40.3223609924316,38.2605209350586,36.0394668579102,32.0580940246582,28.8836536407471,25.5053653717041,23.6531925201416,21.0220603942871,16.5247592926025
"8778",2009-01-01 17:00:00,1,1020,33.7459182739258,35.6855850219727,35.8611793518066,34.9598655700684,32.1353492736816,29.4079627990723,25.6214694976807,23.6500701904297,21.024055480957,16.5247592926025
"8779",2009-01-01 18:00:00,1,1080,25.1199111938477,30.2947635650635,32.7007179260254,33.2301445007324,31.7955207824707,29.7214889526367,25.7486991882324,23.6489200592041,21.0260257720947,16.5247592926025
"8780",2009-01-01 19:00:00,1,1140,17.2936744689941,24.9810752868652,29.1593532562256,31.0309562683105,31.0773239135742,29.7954502105713,25.8759670257568,23.6497745513916,21.0279788970947,16.5247592926025
"8781",2009-01-01 20:00:00,1,1200,13.2678737640381,21.4794540405273,26.0196304321289,28.7338352203369,30.0839347839355,29.63063621521,25.9922351837158,23.6525077819824,21.0299320220947,16.5247592926025
"8782",2009-01-01 21:00:00,1,1260,12.0382843017578,19.0301399230957,23.8382244110107,26.7921695709229,29.0059013366699,29.266902923584,26.088171005249,23.6568202972412,21.0318851470947,16.5247592926025
"8783",2009-01-01 22:00:00,1,1320,10.7822132110596,17.3665428161621,22.1526412963867,25.22292137146,27.9707584381104,28.7721939086914,26.1578197479248,23.6623115539551,21.0338478088379,16.5247592926025
"8784",2009-01-01 23:00:00,1,1380,9.66206169128418,16.1536865234375,20.7958450317383,23.9258975982666,27.0114078521729,28.2068634033203,26.1987648010254,23.6685218811035,21.0358238220215,16.5247592926025
"8785",2009-01-02 00:00:00,2,0,8.97153949737549,15.1476154327393,19.6956443786621,22.8291187286377,26.129415512085,27.6122875213623,26.2110900878906,23.6749973297119,21.0378131866455,16.4970874786377
"8786",2009-01-02 01:00:00,2,60,8.43386840820312,14.4479379653931,18.775936126709,21.8929557800293,25.3200702667236,27.0143280029297,26.1963653564453,23.6812973022461,21.039758682251,16.4970874786377
"8787",2009-01-02 02:00:00,2,120,8.31753349304199,13.7797908782959,18.0556488037109,21.0912971496582,24.5810241699219,26.4289989471436,26.1569232940674,23.6870250701904,21.0417175292969,16.4970874786377
