"","HR","Mass","ID"
"157",0.0230915086483085,57.15,"ohj"
"158",0.0287035497999954,57.15,"ohj"
"159",0.0310543358932413,57.15,"ohj"
"160",0.0549691238103485,57.15,"ohj"
"161",0.0343770445954441,57.15,"ohj"
"162",0.0196998440600735,57.15,"ohj"
"163",0.0297050414375203,57.15,"ohj"
"164",0.0247069844134941,57.15,"ohj"
"165",0.0462309082972444,57.15,"ohj"
"166",0.025769993136018,57.15,"ohj"
"167",0.0174352141855762,57.15,"ohj"
"168",0.0428263261320316,57.15,"ohj"
"169",0.0314138161628184,57.15,"ohj"
"170",0.0314225364732805,57.15,"ohj"
"171",0.0294991165336867,57.15,"ohj"
"172",0.0263249506397207,57.15,"ohj"
"173",0.0254043900823511,57.15,"ohj"
"174",0.0423763415099475,57.15,"ohj"
"175",0.0266762752558295,57.15,"ohj"
"176",0.035373834427572,57.15,"ohj"
"177",0.0496081230703228,57.15,"ohj"
"178",0.0206183439149831,57.15,"ohj"
"179",0.0175249470781449,57.15,"ohj"
"180",0.0196909725683186,57.15,"ohj"
"181",0.0370403502503359,57.15,"ohj"
"182",0.0271632161260302,57.15,"ohj"
"183",0.0358100784922566,57.15,"ohj"
"184",0.0418941465497486,57.15,"ohj"
"185",0.0372540641565333,57.15,"ohj"
"186",0.0256566002592919,57.15,"ohj"
"187",0.0198904704777091,57.15,"ohj"
"188",0.0244243876023014,57.15,"ohj"
"189",0.023862055928769,57.15,"ohj"
"190",0.0266316969543678,57.15,"ohj"
"191",0.0337414399267027,57.15,"ohj"
"192",0.0374155993933346,57.15,"ohj"
"193",0.0522375438366898,58.15,"ohj"
"194",0.0369611558433336,58.15,"ohj"
"195",0.0360136309706572,58.15,"ohj"
"196",0.018896156189136,58.15,"ohj"
"197",0.0397600955608192,58.15,"ohj"
"198",0.0436464644132127,58.15,"ohj"
"199",0.0416864527104031,58.15,"ohj"
"200",0.0425650969349289,58.15,"ohj"
"201",0.145649360859137,-198.75,"ola"
"202",0.153623434541273,-195.75,"ola"
"203",0.185468696833777,-192.75,"ola"
"204",0.120868611990755,-192.75,"ola"
"205",0.226030407359549,-192.75,"ola"
"206",0.133407712732498,-190.75,"ola"
"207",0.15232941752073,-190.75,"ola"
"208",0.136828483326077,-189.75,"ola"
"209",0.096482730683281,-189.75,"ola"
"210",0.0616209200673061,-186.75,"ola"
"211",0.122471271511416,-186.75,"ola"
"212",0.0856060636853622,-186.75,"ola"
"213",0.105744749880094,-186.75,"ola"
"214",0.333621417740723,-185.75,"ola"
"215",0.172607002822201,-185.75,"ola"
"216",0.11083973009692,-185.75,"ola"
"217",0.0931229853837678,-185.75,"ola"
"218",0.114202512633999,-185.75,"ola"
"219",0.169617432657982,-184.75,"ola"
"220",0.1215610596658,-182.75,"ola"
"221",0.0684021281562925,-182.75,"ola"
"222",0.12483147077599,-182.75,"ola"
"223",0.100601967187384,-182.75,"ola"
"224",0.112643306573757,-180.75,"ola"
"225",0.106868841161694,-180.75,"ola"
"226",0.162303437051509,-178.75,"ola"
"227",0.103382154108562,-178.75,"ola"
"228",0.0842741136671558,-177.75,"ola"
"229",0.195311107645794,-177.75,"ola"
"230",0.0877351947181181,-175.75,"ola"
"231",0.134655024336504,-175.75,"ola"
"232",0.157145418237687,-175.75,"ola"
"233",0.160408561752537,-175.75,"ola"
"234",0.128460410408943,-175.75,"ola"
"235",0.0568957094151066,-175.75,"ola"
"236",0.125562275363791,-174.75,"ola"
"237",0.135447991231166,-174.75,"ola"
"238",0.124208645300982,-173.75,"ola"
"239",0.200389191659884,-173.75,"ola"
"240",0.0975656889900079,-173.75,"ola"
"241",0.138455864739098,-172.75,"ola"
"242",0.14095431728019,-171.75,"ola"
"243",0.16044542317784,-171.75,"ola"
"244",0.117279466334144,-171.75,"ola"
"245",0.116908903629206,-170.75,"ola"
"246",0.110552541300672,-169.75,"ola"
"247",0.0905120678004449,-169.75,"ola"
"248",0.207777499736578,-168.75,"ola"
"249",0.0697446565691616,-168.75,"ola"
"250",0.153672150368766,-168.75,"ola"
"251",0.126339943693209,-167.75,"ola"
"252",0.101422658845527,-167.75,"ola"
"253",0.152622918441746,-166.75,"ola"
"254",0.114372036232714,-164.75,"ola"
"255",0.142307934364434,-164.75,"ola"
"256",0.100767690548479,-163.75,"ola"
"257",0.0952782780179271,-163.75,"ola"
"258",0.112880314904774,-163.75,"ola"
"259",0.130324372119959,-162.75,"ola"
"260",0.133648765412381,-162.75,"ola"
"261",0.156254514546083,-162.75,"ola"
"262",0.1349856307369,-162.75,"ola"
"263",0.0935006728492301,-160.75,"ola"
"264",0.0998765314125355,-160.75,"ola"
"265",0.160759055087087,-159.75,"ola"
"266",0.102194011664109,-158.75,"ola"
"267",0.117315477164495,-157.75,"ola"
"268",0.115476043066426,-156.75,"ola"
"269",0.155753773303214,-155.75,"ola"
"270",0.0893811723673588,-155.75,"ola"
"271",0.0767767463009903,-154.75,"ola"
"272",0.133003104064685,-152.75,"ola"
"273",0.103115701299328,-151.75,"ola"
"274",0.135215901897147,-151.75,"ola"
"275",0.10838437574844,-150.75,"ola"
"276",0.120879604197018,-150.75,"ola"
"277",0.0983971152034036,-148.75,"ola"
"278",0.115516584752049,-145.75,"ola"
"279",0.187922383765448,-143.75,"ola"
"280",0.106456443346553,-142.75,"ola"
"281",0.134876811840393,-141.75,"ola"
"282",0.139265899709851,-141.75,"ola"
"283",0.224823041303296,-140.75,"ola"
"284",0.111862166821341,-139.75,"ola"
"285",0.133590105900465,-137.75,"ola"
"286",0.155613403038862,-136.75,"ola"
"287",0.139636971835953,-135.75,"ola"
"288",0.13899390860147,-134.75,"ola"
"289",0.116477938004882,-131.75,"ola"
"290",0.11551829638376,-130.75,"ola"
"291",0.136691719433436,-129.75,"ola"
"292",0.223061693449306,-127.75,"ola"
"293",0.135238196701475,-121.75,"ola"
"294",0.095300531534088,-117.75,"ola"
"295",0.158368020390441,-116.75,"ola"
"296",0.0933138392309326,-114.75,"ola"
"297",0.115030777419041,-109.75,"ola"
"298",0.121959512958632,-105.75,"ola"
"299",0.120956717253554,-104.75,"ola"
"300",0.151378740674859,-76.75,"ola"
"301",0.0952323171254136,-32.85,"olj"
"302",0.133153971488504,-32.85,"olj"
"303",0.0801311675497326,-32.85,"olj"
"304",0.0962545959610575,-32.85,"olj"
"305",0.153871389648053,-32.85,"olj"
"306",0.141102064054981,-31.85,"olj"
"307",0.102730432433653,-31.85,"olj"
"308",0.107272834316319,-31.85,"olj"
"309",0.179954773033537,-31.85,"olj"
"310",0.139798525187911,-31.85,"olj"
"311",0.0830256852953009,-31.85,"olj"
"312",0.118889715186389,-31.85,"olj"
"313",0.112852402014055,-31.85,"olj"
"314",0.113875464632378,-30.85,"olj"
"315",0.119161910259518,-30.85,"olj"
"316",0.118428113992316,-30.85,"olj"
"317",0.120202788360777,-30.85,"olj"
"318",0.114685755139155,-30.85,"olj"
"319",0.0966656883443656,-30.85,"olj"
"320",0.082412341321797,-30.85,"olj"
"321",0.137471408796055,-29.85,"olj"
"322",0.161816785866064,-29.85,"olj"
"323",0.110546001342131,-29.85,"olj"
"324",0.142571564866582,-29.85,"olj"
"325",0.0931193579531278,-29.85,"olj"
"326",0.083516924457409,-29.85,"olj"
"327",0.0777178450893228,-29.85,"olj"
"328",0.099315875152778,-29.85,"olj"
"329",0.0536170775674176,-29.85,"olj"
"330",0.139099837071791,-29.85,"olj"
"331",0.127548954600384,-29.85,"olj"
"332",0.0942801490175395,-29.85,"olj"
"333",0.078125773488185,-29.85,"olj"
"334",0.0740378190089613,-29.85,"olj"
"335",0.0997458025668334,-29.85,"olj"
"336",0.138082342882147,-28.85,"olj"
"337",0.085672284499129,-28.85,"olj"
"338",0.172250401923249,-28.85,"olj"
"339",0.0915021413583009,-28.85,"olj"
"340",0.0827825331290643,-28.85,"olj"
"341",0.126959025522195,-28.85,"olj"
"342",0.152356953481444,-28.85,"olj"
"343",0.102822050764091,-28.85,"olj"
"344",0.0754648776475102,-28.85,"olj"
"345",0.113188037359427,-28.85,"olj"
"346",0.136128442419412,-28.85,"olj"
"347",0.138414085811769,-28.85,"olj"
"348",0.109281267637489,-28.85,"olj"
"349",0.106029828343804,-27.85,"olj"
"350",0.114294170242775,-27.85,"olj"
"351",0.165835176010503,-27.85,"olj"
"352",0.0800663952791368,-27.85,"olj"
"353",0.163004947551426,-27.85,"olj"
"354",0.0917406448304559,-27.85,"olj"
"355",0.111136067357373,-27.85,"olj"
"356",0.0694792614009389,-27.85,"olj"
"357",0.11520887213769,-27.85,"olj"
"358",0.0679726580873359,-27.85,"olj"
"359",0.0901278851142238,-27.85,"olj"
"360",0.11940002629266,-27.85,"olj"
"361",0.120467332929769,-26.85,"olj"
"362",0.108996207236448,-26.85,"olj"
"363",0.132155533871714,-26.85,"olj"
"364",0.165490540702669,-26.85,"olj"
"365",0.121514265449331,-26.85,"olj"
"366",0.15261426273878,-26.85,"olj"
"367",0.0871463925753268,-26.85,"olj"
"368",0.113387308577659,-26.85,"olj"
"369",0.0921333036097613,-26.85,"olj"
"370",0.0852931500816277,-25.85,"olj"
"371",0.0742129188148991,-25.85,"olj"
"372",0.102886869846922,-25.85,"olj"
"373",0.117348728587224,-25.85,"olj"
"374",0.125803996545249,-25.85,"olj"
"375",0.0723808366942373,-25.85,"olj"
"376",0.15045905308292,-25.85,"olj"
"377",0.116384586707068,-25.85,"olj"
"378",0.146868038507883,-25.85,"olj"
"379",0.0717971512469437,-25.85,"olj"
"380",0.0969969280407474,-24.85,"olj"
"381",0.120978199597434,-23.85,"olj"
"382",0.113052271389902,-23.85,"olj"
"383",0.107241830389234,-23.85,"olj"
"384",0.0832497382050689,-23.85,"olj"
"385",0.154215681494673,-23.85,"olj"
"386",0.112332975098617,-23.85,"olj"
"387",0.124652293480699,-22.85,"olj"
"388",0.100434446802165,-22.85,"olj"
"389",0.0787507021422728,-22.85,"olj"
"390",0.0589740826949146,-22.85,"olj"
"391",0.116952754576585,-22.85,"olj"
"392",0.0703902949379269,-22.85,"olj"
"393",0.12465011759883,-22.85,"olj"
"394",0.10655485926156,-21.85,"olj"
"395",0.122924602117231,-21.85,"olj"
"396",0.0986008179752586,-21.85,"olj"
"397",0.0849860384165118,-20.85,"olj"
"398",0.105672751170747,-20.85,"olj"
"399",0.0775630411794729,-20.85,"olj"
"400",0.0916447907844154,-17.85,"olj"
"401",0.0211457039871132,61.25,"sha"
"402",0.0144422303126719,61.25,"sha"
"403",0.0193020987972989,63.25,"sha"
"404",0.0118171534971212,64.25,"sha"
"405",0.0279298579280564,64.25,"sha"
"406",0.0238749484191491,64.25,"sha"
"407",0.0227349683330363,65.25,"sha"
"408",0.0158267253204599,65.25,"sha"
"409",0.0136174591477009,65.25,"sha"
"410",0.020671289564619,66.25,"sha"
"411",0.0137947940345419,66.25,"sha"
"412",0.0166572928994433,66.25,"sha"
"413",0.0132697659827409,66.25,"sha"
"414",0.014509783766027,66.25,"sha"
"415",0.0114647621797411,66.25,"sha"
"416",0.0150796966260018,66.25,"sha"
"417",0.0194033095630995,66.25,"sha"
"418",0.014464268602405,66.25,"sha"
"419",0.0154710276412457,66.25,"sha"
"420",0.010759186381229,66.25,"sha"
"421",0.0152461304644159,66.25,"sha"
"422",0.0159511952850977,66.25,"sha"
"423",0.0123421495300021,66.25,"sha"
"424",0.0157563622625774,66.25,"sha"
"425",0.013973370334092,66.25,"sha"
"426",0.0215850956832892,66.25,"sha"
"427",0.0128189958152871,66.25,"sha"
"428",0.0184904793746644,66.25,"sha"
"429",0.0148263576512301,66.25,"sha"
"430",0.0126942623400329,66.25,"sha"
"431",0.0119698404041703,66.25,"sha"
"432",0.0183801581029689,66.25,"sha"
"433",0.0173508095432411,66.25,"sha"
"434",0.0114617854504721,66.25,"sha"
"435",0.0126623174731542,66.25,"sha"
"436",0.0125959639765815,66.25,"sha"
"437",0.0172818416195975,66.25,"sha"
"438",0.0156921637114492,66.25,"sha"
"439",0.0160303396779078,66.25,"sha"
"440",0.0158068329080007,66.25,"sha"
"441",0.0154533354248102,66.25,"sha"
"442",0.0125700050999884,66.25,"sha"
"443",0.0171945740641137,66.25,"sha"
"444",0.0206760604289911,66.25,"sha"
"445",0.0134204672178188,66.25,"sha"
"446",0.0163586155626459,66.25,"sha"
"447",0.0202739906122501,66.25,"sha"
"448",0.0162583481586103,66.25,"sha"
"449",0.0166950383973886,66.25,"sha"
"450",0.0213429721462601,66.25,"sha"
"451",0.0168779074443074,66.25,"sha"
"452",0.0131363077801084,66.25,"sha"
"453",0.0104812593331309,66.25,"sha"
"454",0.0127120856560811,66.25,"sha"
"455",0.0139078770921442,66.25,"sha"
"456",0.0186416873665315,66.25,"sha"
"457",0.020314105661559,66.25,"sha"
"458",0.0165154788320012,66.25,"sha"
"459",0.0150903812602631,66.25,"sha"
"460",0.0189473685648487,66.25,"sha"
"461",0.0110772078306341,66.25,"sha"
"462",0.0234945683596935,66.25,"sha"
"463",0.019433889652898,66.25,"sha"
"464",0.0173988559058013,66.25,"sha"
"465",0.0120844184329932,66.25,"sha"
"466",0.0179968889454653,66.25,"sha"
"467",0.0196298683623677,66.25,"sha"
"468",0.0172625653312821,66.25,"sha"
"469",0.0124006788845459,66.25,"sha"
"470",0.0169844558982095,66.25,"sha"
"471",0.0180195719223492,66.25,"sha"
"472",0.0223303832281945,66.25,"sha"
"473",0.0133786509619339,66.25,"sha"
"474",0.0100238795514672,66.25,"sha"
"475",0.0114131584340207,66.25,"sha"
"476",0.0191526378310036,66.25,"sha"
"477",0.017664354445568,66.25,"sha"
"478",0.0170237623338912,66.25,"sha"
"479",0.0146393498384175,66.25,"sha"
"480",0.0274929773153345,66.25,"sha"
"481",0.0129268263438777,66.25,"sha"
"482",0.0116912971596407,66.25,"sha"
"483",0.0139934740856751,66.25,"sha"
"484",0.0116312987208366,66.25,"sha"
"485",0.0168571168569073,66.25,"sha"
"486",0.0217601942275302,66.25,"sha"
"487",0.0182122704711058,66.25,"sha"
"488",0.0133609043599048,66.25,"sha"
"489",0.0220339315607883,66.25,"sha"
"490",0.0175394010199957,66.25,"sha"
"491",0.0208563372022748,66.25,"sha"
"492",0.0162225064773409,66.25,"sha"
"493",0.014570534428778,66.25,"sha"
"494",0.012796123624396,66.25,"sha"
"495",0.0149107796835482,66.25,"sha"
"496",0.0152404785863472,66.25,"sha"
"497",0.0139434933187182,66.25,"sha"
"498",0.0215714054685759,66.25,"sha"
"499",0.0228696265116076,66.25,"sha"
"500",0.0178889801228308,66.25,"sha"
"501",0.011457262297722,57.15,"shj"
"502",0.0154067018162804,57.15,"shj"
"503",0.0136155858842277,57.15,"shj"
"504",0.0160454786884663,57.15,"shj"
"505",0.0196226935213053,57.15,"shj"
"506",0.0165965974902694,58.15,"shj"
"507",0.0111172832007925,58.15,"shj"
"508",0.0168623251881377,58.15,"shj"
"509",0.0123948263746496,58.15,"shj"
"510",0.017175413484071,58.15,"shj"
"511",0.0245093338432767,58.15,"shj"
"512",0.0207490990887164,58.15,"shj"
"513",0.0221726770170295,58.15,"shj"
"514",0.0185641825485537,58.15,"shj"
"515",0.0194314297524964,58.15,"shj"
"516",0.0231973527334012,58.15,"shj"
"517",0.0186764386418814,58.15,"shj"
"518",0.0198866301591923,58.15,"shj"
"519",0.0196119654624986,58.15,"shj"
"520",0.0226763311871021,58.15,"shj"
"521",0.0153812092279795,58.15,"shj"
"522",0.0188155444956249,58.15,"shj"
"523",0.0172305459577996,58.15,"shj"
"524",0.0188240321465636,59.15,"shj"
"525",0.0185862636946239,59.15,"shj"
"526",0.0190059631458805,59.15,"shj"
"527",0.0148594632191509,59.15,"shj"
"528",0.0218240111686638,59.15,"shj"
"529",0.0203910770678712,59.15,"shj"
"530",0.0168340802237695,59.15,"shj"
"531",0.0222260139121523,59.15,"shj"
"532",0.0177640234128851,59.15,"shj"
"533",0.0145798328047354,59.15,"shj"
"534",0.0117653813458125,59.15,"shj"
"535",0.019696776562871,59.15,"shj"
"536",0.024298353228204,59.15,"shj"
"537",0.0154572348140002,59.15,"shj"
"538",0.0229138233753884,59.15,"shj"
"539",0.0161776781926398,59.15,"shj"
"540",0.0157664998419482,59.15,"shj"
"541",0.0156093445404863,59.15,"shj"
"542",0.0151512665859012,59.15,"shj"
"543",0.0132221749367773,59.15,"shj"
"544",0.0163885911995129,59.15,"shj"
"545",0.0176943521571428,59.15,"shj"
"546",0.0202610146113116,59.15,"shj"
"547",0.0145602905477842,59.15,"shj"
"548",0.0143537708318495,59.15,"shj"
"549",0.0173797125632531,59.15,"shj"
"550",0.0142144388129861,59.15,"shj"
"551",0.020051565899719,59.15,"shj"
"552",0.0146428046987172,59.15,"shj"
"553",0.0192294360246319,59.15,"shj"
"554",0.021730456413973,59.15,"shj"
"555",0.0159740418259832,59.15,"shj"
"556",0.0202645906615939,59.15,"shj"
"557",0.0132285095829643,59.15,"shj"
"558",0.0105528450165678,59.15,"shj"
"559",0.0212731153983663,59.15,"shj"
"560",0.0143135422059831,59.15,"shj"
"561",0.0214563556183752,59.15,"shj"
"562",0.0165676515988007,59.15,"shj"
"563",0.0174297089412524,59.15,"shj"
"564",0.0143730503661144,59.15,"shj"
"565",0.0289293693122749,59.15,"shj"
"566",0.0196090375855142,59.15,"shj"
"567",0.0163570661112459,59.15,"shj"
"568",0.0191906736429528,59.15,"shj"
"569",0.0142860582222702,59.15,"shj"
"570",0.0205373526284076,59.15,"shj"
"571",0.015193316782164,59.15,"shj"
"572",0.0156724463372584,59.15,"shj"
"573",0.0132999420599826,59.15,"shj"
"574",0.0126078387948729,59.15,"shj"
"575",0.0243227869069858,59.15,"shj"
"576",0.0132643088234779,59.15,"shj"
"577",0.0144865052905876,59.15,"shj"
"578",0.0150732964007053,59.15,"shj"
"579",0.019853714149307,59.15,"shj"
"580",0.0194845266990519,59.15,"shj"
"581",0.0118340105467543,59.15,"shj"
"582",0.0253916421943484,59.15,"shj"
"583",0.015240395314337,59.15,"shj"
"584",0.0156279735265394,59.15,"shj"
"585",0.0145653902345471,59.15,"shj"
"586",0.0203990086735908,59.15,"shj"
"587",0.018849184100329,59.15,"shj"
"588",0.0137849840431273,59.15,"shj"
"589",0.0132846824992502,59.15,"shj"
"590",0.0225762250551284,59.15,"shj"
"591",0.014294028836108,59.15,"shj"
"592",0.0162574357333543,59.15,"shj"
"593",0.0154034159441728,59.15,"shj"
"594",0.0187516515720988,59.15,"shj"
"595",0.0203856053723285,59.15,"shj"
"596",0.0163733685964968,59.15,"shj"
"597",0.0190739751068029,59.15,"shj"
"598",0.0146089662221784,59.15,"shj"
"599",0.0110868081456647,59.15,"shj"
"600",0.0159323007209794,59.15,"shj"
"601",0.184704596229355,-196.75,"sla"
"602",0.187639820221023,-190.75,"sla"
"603",0.116534332487881,-188.75,"sla"
"604",0.0808799465911136,-188.75,"sla"
"605",0.174980401711523,-187.75,"sla"
"606",0.141121709134571,-187.75,"sla"
"607",0.104930059079765,-186.75,"sla"
"608",0.264399349833453,-185.75,"sla"
"609",0.146786105487911,-185.75,"sla"
"610",0.193702109390577,-185.75,"sla"
"611",0.0649388660667095,-185.75,"sla"
"612",0.107806308717217,-185.75,"sla"
"613",0.131391398991656,-185.75,"sla"
"614",0.122345653640586,-184.75,"sla"
"615",0.127147917740985,-184.75,"sla"
"616",0.11917910373992,-183.75,"sla"
"617",0.156670283950947,-183.75,"sla"
"618",0.182614344011821,-183.75,"sla"
"619",0.105495637368602,-182.75,"sla"
"620",0.159302014955801,-182.75,"sla"
"621",0.183482237750968,-181.75,"sla"
"622",0.110140504193139,-181.75,"sla"
"623",0.186349197033787,-181.75,"sla"
"624",0.197521630463313,-180.75,"sla"
"625",0.0953841979941149,-180.75,"sla"
"626",0.103260778914685,-180.75,"sla"
"627",0.101095342020084,-179.75,"sla"
"628",0.104559722962273,-179.75,"sla"
"629",0.139015765500883,-178.75,"sla"
"630",0.0824979298050469,-177.75,"sla"
"631",0.121842844288151,-177.75,"sla"
"632",0.0840668184140801,-177.75,"sla"
"633",0.154229686958376,-177.75,"sla"
"634",0.0633952903573441,-177.75,"sla"
"635",0.196640718569397,-177.75,"sla"
"636",0.0600568624355854,-177.75,"sla"
"637",0.139519782514408,-177.75,"sla"
"638",0.155585600297848,-176.75,"sla"
"639",0.103796091002819,-176.75,"sla"
"640",0.112855400879684,-175.75,"sla"
"641",0.192753172182036,-175.75,"sla"
"642",0.14513323701433,-175.75,"sla"
"643",0.0951060392361986,-174.75,"sla"
"644",0.141018262088525,-173.75,"sla"
"645",0.112991751048288,-173.75,"sla"
"646",0.0992193454683336,-172.75,"sla"
"647",0.11750143924269,-172.75,"sla"
"648",0.13904552649422,-171.75,"sla"
"649",0.121561984794157,-171.75,"sla"
"650",0.179120197358684,-170.75,"sla"
"651",0.120869389137918,-170.75,"sla"
"652",0.0869235697702262,-169.75,"sla"
"653",0.0935218992945486,-169.75,"sla"
"654",0.097539800585636,-168.75,"sla"
"655",0.158850653890498,-168.75,"sla"
"656",0.17638846484154,-168.75,"sla"
"657",0.0759090445457285,-166.75,"sla"
"658",0.0971590079595022,-163.75,"sla"
"659",0.0528212060784223,-163.75,"sla"
